  0  1  0  0 7.130E+07   99276.56       0.40 11
  0  1  0  2 4.215E+07   99009.44      -0.03 11
  0  1  1  0 2.126E+08   95644.40       ---  10
  0  1  1  2 1.200E+08   95388.86       ---  10
  0  1  2  0 2.572E+08   92189.69       ---  10
  0  1  2  2 1.354E+08   91945.50       ---  10
  0  1  3  0 1.626E+08   88908.83      -0.23 11
  0  1  3  2 7.918E+07   88675.88      -0.38 11
  0  1  4  0 5.690E+07   85799.68      -0.14 11
  0  1  4  2 2.679E+07   85577.64       0.15 11
  0  1  5  0 1.067E+07   82860.38      -0.12 11
  0  1  5  2 5.516E+06   82649.41      -0.18 11
  0  1  6  0 1.028E+06   80091.30       ---  10
  0  1  6  2 5.800E+05   79891.29       ---  10
  0  1  7  0 7.090E+04   77493.11       ---  10
  0  1  7  2 4.160E+03   77304.33       ---  10
  0  1  8  0 4.041E+03   75068.78       ---  10
  0  1  8  2 2.319E+03   74891.44       ---  10
  0  1  9  0 2.717E+03   72822.80       ---  10
  0  1  9  2 5.385E+03   72657.28       ---  10
  0  1 10  0 1.555E+03   70761.87       ---  10
  0  1 10  2 2.360E+03   70608.77       ---  10
  0  1 11  0 3.315E+03   68895.40       ---  10
  0  1 11  2 7.151E+03   68755.47       ---  10
  0  1 12  0 2.745E+02   67236.12       ---  10
  0  1 12  2 2.071E+02   67110.50       ---  10
  0  1 13  0 4.047E+03   65800.98       ---  10
  0  1 13  2 7.783E+03   65691.10       ---  10
  0  1 14  0 6.890E+02   64612.64       ---  10
  0  1 14  2 1.879E+03   64520.64       ---  10
  0  1 15  0 1.416E+03   63701.04       ---  10
  0  1 15  2 4.979E+03   63629.90       ---  10
  0  1 16  0 1.040E+04   63105.68       ---  10
  0  1 16  2 1.571E+04   63060.45       ---  10
  0  1 17  0 1.340E+03   62875.17       ---  10
  0  2  0  1 6.081E+07   99280.18      -0.05 11
  0  2  0  3 5.262E+07   98837.09      -1.06 11
  0  2  1  1 1.834E+08   95651.87       ---  10
  0  2  1  3 1.489E+08   95227.99       ---  20
  0  2  2  1 2.265E+08   92201.14       ---  10
  0  2  2  3 1.654E+08   91795.94       ---  10
  0  2  3  1 1.472E+08   88923.98      -0.28 11
  0  2  3  3 9.443E+07   88537.38      -0.88 11
  0  2  4  1 5.245E+07   85818.43      -0.26 11
  0  2  4  3 3.135E+07   85450.18      -0.10 11
  0  2  5  1 9.600E+06   82882.93      -0.31 11
  0  2  5  3 6.601E+06   82532.92      -0.59 11
  0  2  6  1 8.585E+05   80117.40       ---  10
  0  2  6  3 7.352E+05   79785.82       ---  10
  0  2  7  1 8.244E+04   77522.97       ---  10
  0  2  7  3 1.606E+03   77210.00       ---  10
  0  2  8  1 1.287E+04   75102.44       ---  10
  0  2  8  3 8.703E+03   74808.56       ---  10
  0  2  9  1 6.421E+03   72860.39       ---  10
  0  2  9  3 1.146E+04   72586.19       ---  10
  0  2 10  1 7.184E+03   70803.65       ---  10
  0  2 10  3 7.560E+03   70550.02       ---  10
  0  2 11  1 9.173E+03   68941.48       ---  10
  0  2 11  3 1.639E+04   68709.93       ---  10
  0  2 12  1 2.014E+03   67286.99       ---  10
  0  2 12  3 1.008E+03   67079.23       ---  10
  0  2 13  1 1.339E+04   65856.81       ---  10
  0  2 13  3 1.944E+04   65675.73       ---  10
  0  2 14  1 1.334E+03   64674.80       ---  10
  0  2 14  3 3.856E+03   64523.37       ---  10
  0  2 15  1 3.306E+03   63770.04       ---  10
  0  2 15  3 1.329E+04   63653.67       ---  10
  0  2 16  1 3.530E+04   63183.26       ---  10
  0  2 16  3 3.238E+04   63110.65       ---  10
  0  2 17  1 3.562E+03   62963.31       ---  10
  0  3  0  2 5.552E+07   99240.77      -0.01 11
  0  3  0  4 5.780E+07   98624.59       0.06 11
  0  3  1  2 1.677E+08   95620.19       ---  10
  0  3  1  4 1.643E+08   95030.85       ---  10
  0  3  2  2 2.101E+08   92176.83       ---  10
  0  3  2  4 1.810E+08   91613.68       ---  10
  0  3  3  2 1.403E+08   88907.21      -0.31 11
  0  3  3  4 1.009E+08   88369.86      -0.46 11
  0  3  4  2 5.144E+07   85808.97      -0.18 11
  0  3  4  4 3.250E+07   85297.19      -0.09 11
  0  3  5  2 9.291E+06   82880.74      -0.18 11
  0  3  5  4 6.947E+06   82394.51      -0.15 11
  0  3  6  2 7.250E+05   80122.62       ---  10
  0  3  6  4 8.604E+05   79662.03       ---  10
  0  3  7  2 8.232E+04   77535.66       ---  10
  0  3  7  4 7.666E+02   77101.04       ---  10
  0  3  8  2 3.125E+04   75122.77       ---  10
  0  3  8  4 2.359E+04   74714.71       ---  10
  0  3  9  2 7.143E+03   72888.61       ---  10
  0  3  9  4 1.519E+04   72508.11       ---  10
  0  3 10  2 2.095E+04   70840.10       ---  10
  0  3 10  4 1.961E+04   70488.47       ---  10
  0  3 11  2 1.350E+04   68986.80       ---  10
  0  3 11  4 2.573E+04   68665.97       ---  10
  0  3 12  2 8.476E+03   67341.83       ---  10
  0  3 12  4 4.147E+03   67054.33       ---  10
  0  3 13  2 2.657E+04   65922.43       ---  10
  0  3 13  4 3.625E+04   65671.97       ---  10
  0  3 14  2 8.689E+02   64751.97       ---  10
  0  3 14  4 4.841E+03   64543.85       ---  10
  0  3 15  2 4.389E+03   63861.23       ---  10
  0  3 15  4 2.554E+04   63702.82       ---  10
  0  3 16  2 7.280E+04   63291.78       ---  10
  0  3 16  4 4.575E+04   63196.11       ---  10
  0  4  0  3 5.287E+07   99158.75      -0.51 11
  0  4  0  5 6.018E+07   98373.62      -0.14 11
  0  4  1  3 1.573E+08   95549.65       ---  20
  0  4  1  5 1.744E+08   94798.67       ---  10
  0  4  2  3 1.974E+08   92117.60       ---  10
  0  4  2  5 1.927E+08   91400.28       ---  10
  0  4  3  3 1.355E+08   88859.04      -0.34 11
  0  4  3  5 1.047E+08   88174.80      -0.30 11
  0  4  4  3 5.196E+07   85771.84      -0.26 11
  0  4  4  5 3.211E+07   85120.23      -0.22 11
  0  4  5  3 9.406E+06   82854.58      -0.38 11
  0  4  5  5 6.927E+06   82235.63       ---  10
  0  4  6  3 5.713E+05   80107.48       ---  10
  0  4  6  5 1.040E+06   79521.31       ---  10
  0  4  7  3 6.250E+04   77531.66       ---  10
  0  4  7  5 1.490E+03   76978.76       ---  10
  0  4  8  3 7.135E+04   75130.22       ---  10
  0  4  8  5 6.175E+04   74611.35       ---  10
  0  4  9  3 3.165E+03   72907.85       ---  10
  0  4  9  5 1.440E+04   72424.36       ---  10
  0  4 10  3 5.524E+04   70871.68       ---  10
  0  4 10  5 5.208E+04   70425.30       ---  10
  0  4 11  3 1.356E+04   69031.59       ---  10
  0  4 11  5 3.555E+04   68624.70       ---  10
  0  4 12  3 3.033E+04   67400.89       ---  10
  0  4 12  5 1.644E+04   67037.12       ---  10
  0  4 13  3 4.656E+04   65997.39       ---  10
  0  4 13  5 6.778E+04   65681.44       ---  10
  0  4 14  3 2.383E+00   64845.03       ---  10
  0  4 14  5 4.283E+03   64583.68       ---  10
  0  4 15  3 5.120E+03   63975.33       ---  10
  0  4 15  5 4.908E+04   63779.27       ---  10
  0  4 16  3 1.389E+05   63432.31       ---  10
  0  4 16  5 5.642E+04   63320.26       ---  10
  0  5  0  4 5.367E+07   99034.30      -0.82 11
  0  5  0  6 5.871E+07   98085.05       0.14 11
  0  5  1  4 1.504E+08   95440.56       ---  10
  0  5  1  6 1.806E+08   94533.23       ---  20
  0  5  2  4 1.833E+08   92023.39       ---  10
  0  5  2  6 2.053E+08   91156.68       ---  10
  0  5  3  4 1.298E+08   88779.57      -0.37 11
  0  5  3  6 1.079E+08   87952.98      -0.08 11
  0  5  4  4 5.426E+07   85706.90      -0.14 11
  0  5  4  6 2.985E+07   84919.96      -0.26 11
  0  5  5  4 1.015E+07   82804.22      -0.24 11
  0  5  5  6 6.468E+06   82057.02       ---  10
  0  5  6  4 3.309E+05   80071.74       ---  10
  0  5  6  6 1.476E+06   79364.27       ---  10
  0  5  7  4 1.516E+04   77510.75       ---  10
  0  5  7  6 1.115E+04   76843.88       ---  10
  0  5  8  4 1.959E+05   75124.42       ---  10
  0  5  8  6 2.063E+05   74498.99       ---  10
  0  5  9  4 2.217E+03   72917.82       ---  10
  0  5  9  6 6.323E+03   72335.39       ---  10
  0  5 10  4 1.780E+05   70898.18       ---  10
  0  5 10  6 1.857E+05   70360.96       ---  10
  0  5 11  4 6.406E+03   69075.68       ---  10
  0  5 11  6 5.206E+04   68586.92       ---  10
  0  5 12  4 1.311E+05   67464.04       ---  10
