  0  10   1  2.870E-04  1.000E+00  2.140E-06  1.230E-06    99276.56  1.180E+09  5.121E+04
  1  13   1  5.780E-04  9.990E-01  2.190E-06  3.970E-06   101290.22  1.160E+09  2.169E+05
  2  16   1  2.360E-03  9.980E-01  2.210E-06  6.200E-06   103202.63  1.150E+09  1.254E+06
  3  20   1  1.210E-01  8.790E-01  9.490E-06  6.840E-06   105019.46  1.110E+09  5.927E+07
  4  23   1  3.110E-03  9.970E-01  2.590E-06  9.210E-06   106732.53  1.110E+09  1.354E+06
  5  26   1  1.780E-03  9.980E-01  2.400E-06  1.020E-05   108350.96  1.100E+09  7.876E+05
  6  29   1  2.800E-03  9.970E-01  2.310E-06  1.070E-05   109872.42  1.090E+09  1.341E+06
  7  33   1  3.050E-02  9.700E-01  3.130E-06  1.080E-05   111295.25  1.070E+09  1.444E+07
  8  38   1  1.430E-02  9.860E-01  3.630E-06  1.090E-05   112622.69  1.070E+09  7.255E+06
  9  42   1  3.600E-03  9.960E-01  1.100E-05  1.090E-05   113844.82  1.070E+09  2.194E+07
 10  46   1  2.720E-03  9.970E-01  2.950E-06  1.090E-05   114961.23  1.060E+09  3.350E+07
 11  51   1  3.110E-03  9.970E-01  3.460E-06  1.020E-05   115965.51  1.070E+09  2.814E+08
 12  55   1  3.770E-03  9.960E-01  5.280E-06  7.440E-05   116849.15  1.070E+09  3.199E+08
 13  60   1  3.820E-03  9.960E-01  1.050E-05  8.690E-06   117600.10  1.090E+09  6.638E+08
 14  63   1  3.760E-03  9.960E-01  8.680E-05  7.330E-06   118200.73  1.120E+09  7.515E+08
 15  71   1  2.220E-02  9.150E-01  6.070E-02  2.460E-03   118622.83  1.140E+09  8.459E+08
  0  10   2  8.000E-04  9.990E-01  6.410E-06  1.220E-06    99369.41  1.180E+09  1.499E+05
  1  13   2  1.890E-03  9.980E-01  6.530E-06  3.970E-06   101378.98  1.160E+09  7.378E+05
  2  16   2  1.280E-02  9.870E-01  6.650E-06  6.190E-06   103286.63  1.140E+09  6.806E+06
  3  20   2  4.390E-02  9.560E-01  9.990E-06  7.450E-06   105100.39  1.120E+09  2.083E+07
