   1       1        0.038334502        0.038334502        0.410000000        0.000000000        1.000000000      109.449080801      135.188762151        2.708736724        0.513159108        6.038242490        1.534670986       -0.000178766        0.001644445        0.987119431        0.372265420
   2       1        0.048020323        0.048020323        0.348000000        0.000000000        2.000000000       95.567653663      130.745764197        2.728906427        0.485995219        6.009693709        1.409443843       -0.000168084        0.001593012        0.989907051        0.348853619
   3       1        0.048020323        0.048020323        0.444000000        0.000000000        3.000000000       79.853854407      109.744593895        2.750171436        0.459958434        5.984882125        1.320672916       -0.000173486        0.001527197        0.998555089        0.325623251
   4       1        0.048020323        0.048020323        0.390000000        3.002630654        4.000000000       68.191298885       94.774645970        2.768727619        0.436372877        5.968078147        1.242398237       -0.000176036        0.001461323        1.004305163        0.305366650
   5       1        0.048020323        0.048020323        0.410000000        2.709726706        5.000000000       58.443589005       85.321564275        2.784216912        0.415898283        5.939601564        1.167924609       -0.000178843        0.001412794        1.012584921        0.289771720
   6       1        0.121289188        0.121289188        0.434000000        2.738413637        6.000000000       49.393372089       73.496793957        2.799685175        0.393419540        5.924835754        1.092345778       -0.000193544        0.001350170        1.023300452        0.274569473
   7       1        0.121289188        0.121289188        0.422000000        2.515619486        7.000000000       43.223110061       70.022313507        2.810596638        0.368100922        5.901557451        1.034468822       -0.000196820        0.001295763        1.034068744        0.256578035
   8       1        0.045904929        0.045904929        0.486000000        2.482101709        8.000000000       36.575473273       66.006540645        2.825729334        0.343665684        5.873560754        0.974253959       -0.000176878        0.001254753        1.047202892        0.241658209
   9       1        0.012430211        0.012430211        0.474000000        2.276680811        9.000000000       32.215834854       60.222457414        2.836220261        0.323641068        5.857320175        0.894770828       -0.000192232        0.001215390        1.056255190        0.232316237
  10       1        0.011531469        0.011531469        0.466000000        2.241716003       10.000000000       25.974014629       41.322426379        2.852082660        0.303512923        5.838285595        0.847013551       -0.000202968        0.001177531        1.068731720        0.220254099
  11       1        0.006173806        0.006173806        0.462000000        2.091407266       11.000000000       22.891894452       39.384185852        2.869432956        0.292860840        5.809746821        0.812593521       -0.000177190        0.001165552        1.076437710        0.216230377
  12       1        0.002218199        0.002218199        0.440000000        2.083790569       12.000000000       18.912732331       30.918508714        2.882454679        0.272706035        5.773437594        0.763768795       -0.000179960        0.001145303        1.085226104        0.208313147
  13       1        0.005457434        0.005457434        0.474000000        1.951788325       13.000000000       16.199142634       26.867701208        2.896023580        0.264556895        5.730554851        0.714011812       -0.000187096        0.001133784        1.097019677        0.202256006
  14       1        0.005431727        0.005431727        0.486000000        1.952919989       10.000000000       14.133906066       24.153321375        2.904072456        0.250743350        5.689346563        0.670693780       -0.000182642        0.001090965        1.107541851        0.195373611
  15       1        0.006173806        0.006173806        0.502000000        1.844629446       11.000000000       12.419139400       20.750613590        2.909955480        0.243303136        5.663977776        0.662079577       -0.000160102        0.001093821        1.116218627        0.192078030
  16       1        0.016050269        0.016050269        0.474000000        1.859584635       11.000000000       11.116004481       19.133762385        2.914752904        0.231843986        5.636963070        0.643952529       -0.000152090        0.001101298        1.121597187        0.182836451
  17       1        0.016050269        0.016050269        0.494000000        1.766129603       12.000000000        9.738253717       17.417159090        2.925589698        0.230569829        5.607586065        0.623078809       -0.000128334        0.001117080        1.129720554        0.180373100
  18       1        0.002922593        0.002922593        0.518000000        1.769368323       12.000000000        8.439995118       14.884022200        2.931012303        0.215952670        5.588916884        0.595114768       -0.000139575        0.001085258        1.135596096        0.177673488
  19       1        0.002922593        0.002922593        0.482000000        1.688450637       10.000000000        7.618178788       13.259412435        2.933065048        0.212546463        5.562741283        0.578344517       -0.000131499        0.001120124        1.143720016        0.175259474
  20       1        0.006887577        0.006887577        0.508000000        1.695791423       10.000000000        6.700043398       10.971165274        2.942658813        0.211329617        5.540988804        0.565427575       -0.000141353        0.001135656        1.149703657        0.170838695
  21       1        0.006887577        0.006887577        0.562000000        1.615465681       10.000000000        6.140718642        9.832296611        2.946906995        0.209304256        5.520578824        0.546294354       -0.000159717        0.001153292        1.158671671        0.171165201
  22       1        0.006887577        0.006887577        0.512000000        1.620416778       11.000000000        5.619840363        8.898124658        2.950912598        0.207086997        5.496313296        0.539547034       -0.000153743        0.001198971        1.164850994        0.171844947
  23       1        0.009627701        0.009627701        0.514000000        1.545849686       11.000000000        4.953014074        7.859750702        2.953594358        0.201960095        5.475539302        0.540999688       -0.000132163        0.001207576        1.172508647        0.174062198
  24       1        0.008151114        0.008151114        0.572000000        1.537733763       12.000000000        4.709235458        7.797131827        2.951281051        0.198002845        5.446566298        0.528246785       -0.000105990        0.001221465        1.177751786        0.171762017
  25       1        0.008151114        0.008151114        0.556000000        1.466903273        9.000000000        4.109064931        5.693605924        2.957501886        0.191110672        5.428229053        0.521867060       -0.000113750        0.001218661        1.183589401        0.166158032
  26       1        0.018835198        0.018835198        0.538000000        1.467870019       10.000000000        3.726931894        5.206445477        2.959638390        0.186173039        5.414526629        0.497822078       -0.000116651        0.001224404        1.189155664        0.163529874
  27       1        0.013109015        0.013109015        0.518000000        1.411079680       11.000000000        3.578193873        4.712070728        2.961222306        0.187068236        5.396357192        0.500220516       -0.000140028        0.001271989        1.198290517        0.164855790
  28       1        0.026383877        0.026383877        0.548000000        1.411061296       12.000000000        3.236920152        4.131699108        2.963417417        0.184768216        5.375567509        0.487634830       -0.000140415        0.001283470        1.203425286        0.161302580
  29       1        0.008259845        0.008259845        0.588000000        1.359103300       13.000000000        3.139111149        3.659890554        2.964725436        0.186384394        5.365707415        0.489331528       -0.000140277        0.001338495        1.205262418        0.162715158
  30       1        0.013343308        0.013343308        0.546000000        1.362789966        9.000000000        3.026009030        3.638037083        2.961220688        0.178918185        5.358988260        0.483024463       -0.000145011        0.001333135        1.210668679        0.161832008
  31       1        0.004841669        0.004841669        0.562000000        1.317560336       10.000000000        2.841847458        3.412872861        2.963000247        0.179823859        5.342704732        0.477035857       -0.000138499        0.001369623        1.214683948        0.157542003
  32       1        0.004841669        0.004841669        0.568000000        1.323131840       11.000000000        2.613602913        2.643862760        2.962536254        0.180402955        5.329781824        0.465638102       -0.000161286        0.001380259        1.220930462        0.157065380
  33       1        0.004841669        0.004841669        0.540000000        1.282273922        8.000000000        2.546784916        2.400898671        2.963870295        0.180831937        5.311448602        0.454309075       -0.000145741        0.001381364        1.224378188        0.154923157
  34       1        0.001935502        0.001935502        0.566000000        1.290121127        9.000000000        2.549361397        2.534992384        2.967908086        0.185554486        5.292184652        0.455793617       -0.000150588        0.001423409        1.228416048        0.156185758
  35       1        0.013757513        0.013757513        0.580000000        1.253410701        9.000000000        2.460448720        2.435080248        2.966100263        0.189289827        5.268230052        0.443855562       -0.000127596        0.001431851        1.233688659        0.152276553
  36       1        0.009656878        0.009656878        0.594000000        1.260636902       10.000000000        2.407142724        2.352631198        2.962767095        0.190345171        5.262560783        0.436775746       -0.000090548        0.001447145        1.237297492        0.152034437
  37       1        0.009656878        0.009656878        0.582000000        1.223176120       11.000000000        2.501622494        2.398769396        2.960737940        0.193802402        5.249822873        0.436246439       -0.000078869        0.001505908        1.242320709        0.152234530
  38       1        0.001596191        0.001596191        0.552000000        1.226585343        9.000000000        2.515880984        2.460423888        2.959111893        0.198698293        5.242706116        0.433716538       -0.000099700        0.001551884        1.247534684        0.154251826
  39       1        0.001596191        0.001596191        0.582000000        1.190370303        8.000000000        2.405981645        2.391633955        2.959504562        0.198671386        5.222479046        0.426020425       -0.000122464        0.001556735        1.254857659        0.151046074
  40       1        0.001596191        0.001596191        0.570000000        1.193751878        9.000000000        2.433999860        2.401586792        2.961650567        0.198324399        5.213639585        0.421907727       -0.000135770        0.001574047        1.255565427        0.151119756
  41       1        0.001543572        0.001543572        0.550000000        1.160534730        8.000000000        2.341214188        2.307213293        2.966318027        0.196742931        5.202771655        0.409938027       -0.000158539        0.001548526        1.256638356        0.147066971
  42       1        0.010831028        0.010831028        0.582000000        1.164408287        9.000000000        2.239982545        2.099827144        2.961054502        0.193247715        5.200476290        0.404731185       -0.000135765        0.001528563        1.259650362        0.145616961
  43       1        0.004272384        0.004272384        0.580000000        1.132310432        7.000000000        2.242789851        2.173015287        2.959095565        0.192293924        5.195290804        0.408598235       -0.000092289        0.001532459        1.258906875        0.149234764
  44       1        0.005166483        0.005166483        0.546000000        1.136971300        8.000000000        2.228457359        2.219255383        2.958066806        0.194589993        5.193491998        0.408643248       -0.000079743        0.001545350        1.258666090        0.149667377
  45       1        0.005166483        0.005166483        0.534000000        1.108966910        8.000000000        2.186292447        2.069738635        2.959860202        0.192674221        5.174929397        0.412617275       -0.000076318        0.001567569        1.261853064        0.144877534
  46       1        0.004602492        0.004602492        0.522000000        1.112969777        9.000000000        2.196876325        2.131900389        2.955587799        0.190077828        5.164495658        0.420196755       -0.000078370        0.001578229        1.268248763        0.148605198
  47       1        0.007915719        0.007915719        0.564000000        1.086808792       10.000000000        2.092887143        2.015916353        2.954565576        0.188936922        5.163544478        0.424379884       -0.000064253        0.001595500        1.268862729        0.146904324
  48       1        0.005136729        0.005136729        0.540000000        1.093209457       10.000000000        2.099426940        2.032744769        2.953928835        0.194555220        5.166321632        0.425920372       -0.000074299        0.001625521        1.270520260        0.148776541
  49       1        0.013953095        0.013953095        0.518000000        1.068790150       11.000000000        2.136599101        2.052749563        2.952685816        0.198961694        5.169310706        0.433480571       -0.000060026        0.001639454        1.270031419        0.151032372
  50       1        0.016122137        0.016122137        0.562000000        1.074229219       12.000000000        2.101678934        2.094544884        2.952494079        0.199326363        5.170639013        0.423477043       -0.000033707        0.001637026        1.266844094        0.147245684
  51       1        0.005156027        0.005156027        0.556000000        1.051676038       13.000000000        2.121250226        2.118645540        2.952623554        0.202752023        5.166254645        0.419040987       -0.000057786        0.001640860        1.270676590        0.145375836
  52       1        0.005156027        0.005156027        0.516000000        1.057170294       14.000000000        2.145300958        2.200987465        2.956268275        0.203559826        5.158380734        0.419099844       -0.000068586        0.001659720        1.271643991        0.148907177
  53       1        0.010110218        0.010110218        0.518000000        1.037685907       15.000000000        2.159241882        2.158992546        2.952077515        0.205372078        5.154105328        0.422596396       -0.000026460        0.001643894        1.271095283        0.149503864
  54       1        0.010110218        0.010110218        0.592000000        1.044954023       16.000000000        2.096293654        2.139016051        2.953310548        0.203514409        5.155623509        0.417903780       -0.000035925        0.001653321        1.273336243        0.149472721
  55       1        0.007829401        0.007829401        0.544000000        1.028492395       17.000000000        2.042713670        2.042733763        2.950132026        0.201664487        5.150684654        0.415913799       -0.000015912        0.001668682        1.274344777        0.148685650
  56       1        0.007142086        0.007142086        0.554000000        1.036146694       18.000000000        1.999191026        1.997761925        2.952059197        0.202938793        5.143482129        0.424785739       -0.000052774        0.001687134        1.280664624        0.150789363
