        0.0020580054        1.3836588343
       -0.0024604616        1.5285896630
       -0.0011426293        1.4778048574
       -0.0006094316        1.5775294085
       -0.0026225074        1.2384762877
       -0.0010418806        1.2962242061
       -0.0028606777        1.0015811416
       -0.0000031312        1.0541256981
       -0.0014972202        1.3187098972
        0.0006658482        1.2225115672
        0.0020769931        1.2083054348
        0.0004085038        1.2383083463
        0.0019970569        1.6596965310
       -0.0025306514        1.3929746411
        0.0021662112        1.4857717380
       -0.0003629019        1.1156496091
       -0.0026207050        1.2704989269
       -0.0007640683        1.3841073417
        0.0008143746        1.3759661920
       -0.0026657466        1.4434706176
        0.0026868655        1.4941224924
       -0.0013002040        1.6808686729
       -0.0027141154        1.4770687069
       -0.0026799247        1.2511857770
        0.0004543905        1.5885837716
        0.0012911566        1.3870627161
       -0.0007645927        1.1625507317
        0.0027412154        1.4658551646
       -0.0011669964        1.2077279932
       -0.0002927594        1.3160400553
        0.0006781941        1.2510734221
        0.0019216804        1.1851519599
       -0.0028962292        1.4588462158
        0.0020719119        1.1914263354
        0.0004081693        1.3720499623
       -0.0005899040        1.5908500941
       -0.0016455907        1.5774458026
        0.0003023648        1.0704254288
       -0.0013064162        1.4356024497
        0.0011585714        1.2061238434
       -0.0000382367        1.6095832078
        0.0006527528        1.5468943376
        0.0010460423        1.1827320474
        0.0027725777        1.5573199587
       -0.0013720625        1.4026293768
        0.0023118401        1.4970680238
       -0.0007684250        1.4685074733
       -0.0000772716        1.4160022739
        0.0029087353        1.0561253939
       -0.0018669466        1.4664487709
       -0.0015637513        1.2620656943
       -0.0011500114        1.2100382227
        0.0017029620        1.3017436368
       -0.0023661298        1.2858891639
        0.0008213555        1.1556741152
       -0.0017974175        1.1246818088
       -0.0008670506        1.1651061648
        0.0017925652        1.2224982860
        0.0001640328        1.3863875215
       -0.0023540008        1.0687912224
        0.0000424140        1.2112955346
        0.0011656917        1.5583279957
       -0.0000629588        1.3581059386
       -0.0027513740        1.4205576437
       -0.0028542234        1.5409086820
        0.0010072026        1.3791273147
        0.0015655482        1.3562409491
       -0.0008109564        1.2598157028
        0.0007315249        0.9869804415
        0.0029576130        1.2965565054
        0.0013437932        1.1358194323
       -0.0018122656        1.3870066170
       -0.0010375631        1.4766895711
       -0.0000976998        1.3206258614
       -0.0015656273        1.4623049322
       -0.0019324797        1.4611877431
        0.0013040295        1.3722469950
       -0.0023920377        1.5840125754
        0.0024146694        1.2828625150
        0.0001362049        1.1241472266
       -0.0007590057        1.2553710317
        0.0004998361        1.5388930218
       -0.0006649082        1.3770618921
       -0.0018731161        1.3067766715
       -0.0004179578        1.0564955321
       -0.0017263639        1.4732352129
       -0.0009156945        1.3422970058
       -0.0010075840        1.5584953547
        0.0029956212        1.0629043485
       -0.0014609733        1.3282559647
        0.0026423691        1.2669869867
       -0.0028245525        1.3266983211
       -0.0015469980        1.2329745474
        0.0008592715        1.1728100611
       -0.0013234759        1.2695749840
        0.0000154006        1.5587728473
       -0.0011773049        1.3432289934
       -0.0002396069        1.3625681944
       -0.0024279363        1.2779462125
       -0.0006134354        1.3002848809
       -0.0002756724        1.3681248634
       -0.0015880796        1.4946858175
       -0.0008523204        1.4418734018
       -0.0023321930        1.2884854430
       -0.0008085806        1.2575615032
       -0.0004600912        1.1200302104
       -0.0019508543        1.3385646066
        0.0003447435        1.3421676813
        0.0005031995        1.3345513837
       -0.0005302892        1.5633931741
        0.0005573635        1.1766960174
       -0.0018826015        1.3666842344
        0.0011002980        0.9158930051
       -0.0018774528        1.5322300065
       -0.0008824503        1.3191590808
       -0.0026612945        1.4520095496
       -0.0023456426        1.3607231794
       -0.0006974923        1.4970787638
        0.0013034499        1.2551273320
        0.0029420819        1.2787699997
       -0.0029524720        1.2997490359
       -0.0001273683        1.3666822468
       -0.0023063230        1.3032018802
        0.0006199752        1.3909466773
       -0.0020586306        1.1240550724
       -0.0009644453        1.2822639850
       -0.0011538287        1.3361741687
       -0.0022622365        1.4450584686
        0.0019587861        1.3099950614
       -0.0018773381        1.0978271518
       -0.0020701266        1.3841534494
       -0.0024516885        1.4235079192
       -0.0023143696        1.3601385268
        0.0003804797        1.3722220441
       -0.0021056256        1.4289576086
       -0.0019510330        1.2047923045
        0.0012623506        1.1358410193
       -0.0026646536        1.5645199847
       -0.0020663225        1.2089923743
       -0.0005734633        1.2665009385
       -0.0002352169        1.4734685610
       -0.0014913394        1.2733859130
       -0.0009677549        1.4994751670
        0.0016618889        1.2144565214
       -0.0025934283        1.2245170278
        0.0007141452        1.4408669889
       -0.0009625479        1.3650336206
       -0.0025577586        1.0859813761
        0.0013395294        1.3661426906
        0.0005104933        1.1627547499
        0.0005751488        1.2508352437
        0.0001044821        1.3379282824
       -0.0019677459        1.4507303623
       -0.0009704875        1.2737308324
       -0.0027533498        1.5115817179
        0.0025152285        1.3539418741
        0.0011323225        1.4669683280
       -0.0017970517        1.4298878102
        0.0016520508        1.0892224255
        0.0023120074        1.1622874750
        0.0004653548        1.2408706515
       -0.0012719356        1.4837562489
       -0.0027003129        1.5637941580
       -0.0003096289        1.2852004736
       -0.0024314845        1.3195676461
        0.0017441293        1.3770095818
       -0.0009306333        1.4777000911
       -0.0003275601        1.1296171518
        0.0012389821        1.1299634389
        0.0029295675        1.1806966444
       -0.0006858544        1.3901141141
        0.0021650647        1.2824092060
        0.0012905819        1.2371175746
       -0.0002848010        1.2836105304
       -0.0023069108        1.2943027446
       -0.0027012431        1.6678951108
       -0.0005718605        1.0094471400
        0.0013066831        1.4105608138
       -0.0012949892        1.3064781801
        0.0001822335        1.1784546010
       -0.0017792576        1.4984971021
        0.0013224966        1.2176289867
       -0.0010833173        1.3209858509
       -0.0000575812        1.2552707415
        0.0027379503        1.4503868183
       -0.0015319435        1.2623014505
       -0.0027155182        1.4718650591
        0.0008595519        1.2975096694
        0.0004139481        1.4221065221
       -0.0001787851        1.2678826113
        0.0027000433        1.1771339339
        0.0011426203        1.3169046360
       -0.0029515234        1.4848736323
        0.0025355478        1.1090772523
       -0.0025443809        1.2394854312
       -0.0011673781        1.6285002844
       -0.0007737808        1.1616781143
        0.0025907908        1.3619762561
        0.0025678352        1.4111126023
       -0.0016032965        1.4472568897
        0.0024237123        1.3555330836
        0.0016587102        1.4201476621
       -0.0017973737        1.5500474636
       -0.0023035823        1.3503702837
       -0.0017687785        1.4367771952
       -0.0024610534        1.3816013857
       -0.0000686396        1.2199370328
        0.0008402201        1.1470242715
       -0.0027766375        1.2634886088
       -0.0001498787        1.1662698378
       -0.0008091918        1.3602648008
       -0.0016108248        1.3984701361
        0.0025006053        1.3595852570
       -0.0027914183        1.5868572929
       -0.0029813034        1.4026300969
        0.0005113337        1.3717410189
