   1         2.748204537         5.980237472         0.000082694         1.008418859         0.573737519         1.777474034         0.001719231         0.406658849         3.122909165         7.590322419         0.002166471         0.447770988
   1         2.740281085         5.957893217         0.000038967         0.995198133         0.553977721         1.771268359         0.001653136         0.402224744         3.597436085         7.750863747         0.002938985         0.274662185
   2         2.744970096         5.894073955         0.000028250         0.972183743         0.555469561         1.770878184         0.001611245         0.401445442         3.597436085         7.750863747         0.002938985         0.274662185
   3         2.745612057         5.825676873         0.000041958         0.958491949         0.555132154         1.784847243         0.001585818         0.404765608         3.597436085         7.750863747         0.002938985         0.274662185
   4         2.746078437         5.784592450         0.000037017         0.948399398         0.550307646         1.799238901         0.001548352         0.412288676         3.616390839         7.780349307         0.002977152         0.260364158
   5         2.745278238         5.742627296         0.000015941         0.930195503         0.542803377         1.751110245         0.001514634         0.399724666         3.616390839         7.780349307         0.002977152         0.260364158
   6         2.751614112         5.718595992         0.000024554         0.912722410         0.541599536         1.828291304         0.001514690         0.395285400         3.616390839         7.780349307         0.002977152         0.260364158
   7         2.750503161         5.681198091         0.000004296         0.906106003         0.574999836         1.838881236         0.001506338         0.400786494         3.616390839         7.780349307         0.002977152         0.260364158
   8         2.748487100         5.649832225        -0.000020726         0.898180101         0.572017254         1.824392779         0.001478200         0.404251150         3.616390839         7.780349307         0.002977152         0.260364158
   9         2.746334367         5.620963276        -0.000024342         0.890801721         0.566091565         1.799413986         0.001441436         0.395459940         3.616390839         7.780349307         0.002977152         0.260364158
  10         2.745935168         5.603994019        -0.000026771         0.878193687         0.561807961         1.836032876         0.001421907         0.393230653         3.616390839         7.780349307         0.002977152         0.260364158
  11         2.740099064         5.554416981        -0.000027979         0.871297281         0.561384124         1.829487796         0.001374002         0.388550194         3.616390839         7.780349307         0.002977152         0.260364158
  12         2.744503787         5.517090800        -0.000037743         0.863319997         0.597001326         1.829693016         0.001367226         0.386411959         3.616390839         7.780349307         0.002977152         0.260364158
  13         2.742456019         5.478829599        -0.000060990         0.858533701         0.590365694         1.836694603         0.001350415         0.380277786         3.616390839         7.780349307         0.002977152         0.260364158
  14         2.744825782         5.421392687        -0.000080145         0.848785795         0.584780673         1.782179465         0.001349486         0.370693528         3.616390839         7.780349307         0.002977152         0.260364158
  15         2.745270200         5.408437336        -0.000093426         0.844539079         0.584647483         1.780556289         0.001357565         0.375658812         3.616390839         7.780349307         0.002977152         0.260364158
  16         2.747125552         5.375511379        -0.000093881         0.840056339         0.580678631         1.759649772         0.001368167         0.369807558         3.616390839         7.780349307         0.002977152         0.260364158
  17         2.743275466         5.341430411        -0.000096156         0.838741113         0.578363100         1.726630726         0.001353271         0.365056463         3.616390839         7.780349307         0.002977152         0.260364158
  18         2.746648377         5.300225265        -0.000118517         0.835633822         0.582853257         1.715605682         0.001368589         0.366749710         3.616390839         7.780349307         0.002977152         0.260364158
  19         2.740174203         5.279426337        -0.000090034         0.828627349         0.575367205         1.658480174         0.001366312         0.360310967         3.616390839         7.780349307         0.002977152         0.260364158
  20         2.736702854         5.251871418        -0.000085283         0.823631572         0.567507183         1.605634325         0.001378127         0.355063943         3.439110154         7.471894595         0.002898510         0.299726512
  21         2.736041177         5.230143689        -0.000084409         0.821597720         0.566068036         1.602850910         0.001387040         0.361672685         3.439110154         7.471894595         0.002898510         0.299726512
  22         2.728255314         5.198159758        -0.000086589         0.823660239         0.559497349         1.590960198         0.001398161         0.357421976         3.439110154         7.471894595         0.002898510         0.299726512
  23         2.729037583         5.149989685        -0.000117924         0.823257514         0.559111464         1.555099703         0.001409392         0.353016014         3.300416670         7.335217788         0.002226657         0.335241904
  24         2.727272312         5.122147369        -0.000118921         0.820952587         0.537101901         1.521870085         0.001400405         0.356112468         3.300416670         7.335217788         0.002226657         0.335241904
  25         2.722130344         5.080656842        -0.000121495         0.822792425         0.528874766         1.485289146         0.001380636         0.350036327         3.300416670         7.335217788         0.002226657         0.335241904
  26         2.719626015         5.061069130        -0.000116078         0.821931421         0.535007021         1.453868628         0.001377035         0.346029702         3.300416670         7.335217788         0.002226657         0.335241904
  27         2.718717278         5.031639051        -0.000133245         0.823290845         0.531743108         1.449770225         0.001389385         0.341414444         3.300416670         7.335217788         0.002226657         0.335241904
  28         2.721311529         5.011352904        -0.000145605         0.820596446         0.534056471         1.412565059         0.001385565         0.332617363         3.300416670         7.335217788         0.002226657         0.335241904
  29         2.716337134         4.993954638        -0.000138916         0.817468572         0.524526667         1.377924968         0.001382780         0.327728775         3.300416670         7.335217788         0.002226657         0.335241904
  30         2.710171668         4.979184946        -0.000150725         0.819247245         0.530034189         1.369986944         0.001350805         0.325480059         3.278077476         7.689756691         0.002248114         0.324034168
  31         2.709592906         4.962156017        -0.000168003         0.818007944         0.518015059         1.365392766         0.001372375         0.324353955         3.278077476         7.689756691         0.002248114         0.324034168
  32         2.711062885         4.957075161        -0.000158775         0.812076187         0.516894052         1.327797009         0.001415349         0.319149520         3.278077476         7.689756691         0.002248114         0.324034168
  33         2.705558052         4.938267068        -0.000157478         0.812415447         0.509343284         1.310104770         0.001425173         0.310813309         3.278077476         7.689756691         0.002248114         0.324034168
  34         2.703047585         4.936572091        -0.000170563         0.812958079         0.513876464         1.292749394         0.001455249         0.309804743         3.278077476         7.689756691         0.002248114         0.324034168
  35         2.703147396         4.928592814        -0.000173824         0.809426650         0.506340690         1.290249505         0.001467834         0.302485840         3.278077476         7.689756691         0.002248114         0.324034168
  36         2.703686983         4.912691902        -0.000175767         0.808296516         0.500681258         1.286802439         0.001450774         0.300988139         3.529629081         8.920153652         0.002408949         0.191851597
